op,component,layer,models
merge,mlp_up,23,"Llama-3.1-8B-Instruct-multi-truth-judge:23,Llama-3.1-8B-UltraMedical:23,Llama-3.1-Hawkish-8B:23,Llama-SafetyGuard-Content-Binary:23,calme-2.3-legalkit-8b:23"
merge,mlp_down,27,"Llama-3.1-8B-Instruct-multi-truth-judge:27,Llama-3.1-8B-UltraMedical:27,Llama-3.1-Hawkish-8B:27,Llama-SafetyGuard-Content-Binary:27,calme-2.3-legalkit-8b:27"
merge,mlp_gate,27,"Llama-3.1-8B-Instruct-multi-truth-judge:27,Llama-3.1-8B-UltraMedical:27,Llama-3.1-Hawkish-8B:27,Llama-SafetyGuard-Content-Binary:27,calme-2.3-legalkit-8b:27"
merge,mlp_up,27,"Llama-3.1-8B-Instruct-multi-truth-judge:27,Llama-3.1-8B-UltraMedical:27,Llama-3.1-Hawkish-8B:27,Llama-SafetyGuard-Content-Binary:27,calme-2.3-legalkit-8b:27"
merge,mlp_down,29,"Llama-3.1-8B-Instruct-multi-truth-judge:29,Llama-3.1-8B-UltraMedical:29,Llama-3.1-Hawkish-8B:29,Llama-SafetyGuard-Content-Binary:29,calme-2.3-legalkit-8b:29"
merge,mlp_gate,29,"Llama-3.1-8B-Instruct-multi-truth-judge:29,Llama-3.1-8B-UltraMedical:29,Llama-3.1-Hawkish-8B:29,Llama-SafetyGuard-Content-Binary:29,calme-2.3-legalkit-8b:29"
merge,mlp_up,29,"Llama-3.1-8B-Instruct-multi-truth-judge:29,Llama-3.1-8B-UltraMedical:29,Llama-3.1-Hawkish-8B:29,Llama-SafetyGuard-Content-Binary:29,calme-2.3-legalkit-8b:29"
merge,mlp_down,15,"Llama-3.1-8B-Instruct-multi-truth-judge:15,Llama-3.1-8B-UltraMedical:15,Llama-SafetyGuard-Content-Binary:15,calme-2.3-legalkit-8b:15"
merge,mlp_gate,15,"Llama-3.1-8B-Instruct-multi-truth-judge:15,Llama-3.1-8B-UltraMedical:15,Llama-SafetyGuard-Content-Binary:15,calme-2.3-legalkit-8b:15"
merge,mlp_up,15,"Llama-3.1-8B-Instruct-multi-truth-judge:15,Llama-3.1-8B-UltraMedical:15,Llama-SafetyGuard-Content-Binary:15,calme-2.3-legalkit-8b:15"
merge,mlp_down,16,"Llama-3.1-8B-Instruct-multi-truth-judge:16,Llama-3.1-8B-UltraMedical:16,Llama-SafetyGuard-Content-Binary:16,calme-2.3-legalkit-8b:16"
merge,mlp_gate,16,"Llama-3.1-8B-Instruct-multi-truth-judge:16,Llama-3.1-8B-UltraMedical:16,Llama-SafetyGuard-Content-Binary:16,calme-2.3-legalkit-8b:16"
merge,mlp_up,16,"Llama-3.1-8B-Instruct-multi-truth-judge:16,Llama-3.1-8B-UltraMedical:16,Llama-SafetyGuard-Content-Binary:16,calme-2.3-legalkit-8b:16"
merge,mlp_down,11,"Llama-3.1-8B-Instruct-multi-truth-judge:11,Llama-3.1-8B-UltraMedical:11,Llama-SafetyGuard-Content-Binary:11,calme-2.3-legalkit-8b:11"
merge,mlp_gate,11,"Llama-3.1-8B-Instruct-multi-truth-judge:11,Llama-3.1-8B-UltraMedical:11,Llama-SafetyGuard-Content-Binary:11,calme-2.3-legalkit-8b:11"
merge,mlp_up,11,"Llama-3.1-8B-Instruct-multi-truth-judge:11,Llama-3.1-8B-UltraMedical:11,Llama-SafetyGuard-Content-Binary:11,calme-2.3-legalkit-8b:11"
merge,mlp_down,8,"Llama-3.1-8B-Instruct-multi-truth-judge:8,Llama-SafetyGuard-Content-Binary:8,calme-2.3-legalkit-8b:8"
merge,mlp_gate,8,"Llama-3.1-8B-Instruct-multi-truth-judge:8,Llama-SafetyGuard-Content-Binary:8,calme-2.3-legalkit-8b:8"
merge,mlp_up,8,"Llama-3.1-8B-Instruct-multi-truth-judge:8,Llama-SafetyGuard-Content-Binary:8,calme-2.3-legalkit-8b:8"
merge,mlp_down,13,"Llama-3.1-8B-Instruct-multi-truth-judge:13,Llama-3.1-8B-UltraMedical:13,calme-2.3-legalkit-8b:13"
merge,mlp_gate,13,"Llama-3.1-8B-Instruct-multi-truth-judge:13,Llama-3.1-8B-UltraMedical:13,calme-2.3-legalkit-8b:13"
merge,mlp_up,13,"Llama-3.1-8B-Instruct-multi-truth-judge:13,Llama-3.1-8B-UltraMedical:13,calme-2.3-legalkit-8b:13"
merge,mlp_down,10,"Llama-3.1-8B-Instruct-multi-truth-judge:10,Llama-SafetyGuard-Content-Binary:10,calme-2.3-legalkit-8b:10"
merge,mlp_gate,10,"Llama-3.1-8B-Instruct-multi-truth-judge:10,Llama-SafetyGuard-Content-Binary:10,calme-2.3-legalkit-8b:10"
merge,mlp_up,10,"Llama-3.1-8B-Instruct-multi-truth-judge:10,Llama-SafetyGuard-Content-Binary:10,calme-2.3-legalkit-8b:10"
merge,attn_k,21,"Llama-3.1-8B-Instruct-multi-truth-judge:21,Llama-3.1-8B-UltraMedical:21,Llama-3.1-Hawkish-8B:21,Llama-SafetyGuard-Content-Binary:21,calme-2.3-legalkit-8b:21"
merge,attn_o,21,"Llama-3.1-8B-Instruct-multi-truth-judge:21,Llama-3.1-8B-UltraMedical:21,Llama-3.1-Hawkish-8B:21,Llama-SafetyGuard-Content-Binary:21,calme-2.3-legalkit-8b:21"
merge,attn_q,21,"Llama-3.1-8B-Instruct-multi-truth-judge:21,Llama-3.1-8B-UltraMedical:21,Llama-3.1-Hawkish-8B:21,Llama-SafetyGuard-Content-Binary:21,calme-2.3-legalkit-8b:21,deepseek-coder-7b-instruct-v1.5:21"
merge,attn_v,21,"Llama-3.1-8B-Instruct-multi-truth-judge:21,Llama-3.1-8B-UltraMedical:21,Llama-3.1-Hawkish-8B:21,Llama-SafetyGuard-Content-Binary:21,calme-2.3-legalkit-8b:21"
merge,attn_k,25,"Llama-3.1-8B-Instruct-multi-truth-judge:25,Llama-3.1-8B-UltraMedical:25,Llama-3.1-Hawkish-8B:25,Llama-SafetyGuard-Content-Binary:25,calme-2.3-legalkit-8b:25"
merge,attn_o,25,"Llama-3.1-8B-Instruct-multi-truth-judge:25,Llama-3.1-8B-UltraMedical:25,Llama-3.1-Hawkish-8B:25,Llama-SafetyGuard-Content-Binary:25,calme-2.3-legalkit-8b:25"
merge,attn_q,25,"Llama-3.1-8B-Instruct-multi-truth-judge:25,Llama-3.1-8B-UltraMedical:25,Llama-3.1-Hawkish-8B:25,Llama-SafetyGuard-Content-Binary:25,calme-2.3-legalkit-8b:25"
merge,attn_v,25,"Llama-3.1-8B-Instruct-multi-truth-judge:25,Llama-3.1-8B-UltraMedical:25,Llama-3.1-Hawkish-8B:25,Llama-SafetyGuard-Content-Binary:25,calme-2.3-legalkit-8b:25"
merge,attn_k,23,"Llama-3.1-8B-Instruct-multi-truth-judge:23,Llama-3.1-8B-UltraMedical:23,Llama-3.1-Hawkish-8B:23,Llama-SafetyGuard-Content-Binary:23,calme-2.3-legalkit-8b:23"
merge,attn_o,23,"Llama-3.1-8B-Instruct-multi-truth-judge:23,Llama-3.1-8B-UltraMedical:23,Llama-3.1-Hawkish-8B:23,Llama-SafetyGuard-Content-Binary:23,calme-2.3-legalkit-8b:23"
merge,attn_q,23,"Llama-3.1-8B-Instruct-multi-truth-judge:23,Llama-3.1-8B-UltraMedical:23,Llama-3.1-Hawkish-8B:23,Llama-SafetyGuard-Content-Binary:23,calme-2.3-legalkit-8b:23"
merge,attn_v,23,"Llama-3.1-8B-Instruct-multi-truth-judge:23,Llama-3.1-8B-UltraMedical:23,Llama-3.1-Hawkish-8B:23,Llama-SafetyGuard-Content-Binary:23,calme-2.3-legalkit-8b:23"
merge,attn_k,27,"Llama-3.1-8B-Instruct-multi-truth-judge:27,Llama-3.1-8B-UltraMedical:27,Llama-3.1-Hawkish-8B:27,Llama-SafetyGuard-Content-Binary:27,calme-2.3-legalkit-8b:27"
merge,attn_o,27,"Llama-3.1-8B-Instruct-multi-truth-judge:27,Llama-3.1-8B-UltraMedical:27,Llama-3.1-Hawkish-8B:27,Llama-SafetyGuard-Content-Binary:27,calme-2.3-legalkit-8b:27"
merge,attn_q,27,"Llama-3.1-8B-Instruct-multi-truth-judge:27,Llama-3.1-8B-UltraMedical:27,Llama-3.1-Hawkish-8B:27,Llama-SafetyGuard-Content-Binary:27,calme-2.3-legalkit-8b:27"
merge,attn_v,27,"Llama-3.1-8B-Instruct-multi-truth-judge:27,Llama-3.1-8B-UltraMedical:27,Llama-3.1-Hawkish-8B:27,Llama-SafetyGuard-Content-Binary:27,calme-2.3-legalkit-8b:27"
merge,attn_k,15,"Llama-3.1-8B-Instruct-multi-truth-judge:15,Llama-3.1-8B-UltraMedical:15,Llama-3.1-Hawkish-8B:15,Llama-SafetyGuard-Content-Binary:15,calme-2.3-legalkit-8b:15"
merge,attn_o,15,"Llama-3.1-8B-Instruct-multi-truth-judge:15,Llama-3.1-8B-UltraMedical:15,Llama-3.1-Hawkish-8B:15,Llama-SafetyGuard-Content-Binary:15,calme-2.3-legalkit-8b:15"
merge,attn_q,15,"Llama-3.1-8B-Instruct-multi-truth-judge:15,Llama-3.1-8B-UltraMedical:15,Llama-3.1-Hawkish-8B:15,Llama-SafetyGuard-Content-Binary:15,calme-2.3-legalkit-8b:15"
merge,attn_v,15,"Llama-3.1-8B-Instruct-multi-truth-judge:15,Llama-3.1-8B-UltraMedical:15,Llama-3.1-Hawkish-8B:15,Llama-SafetyGuard-Content-Binary:15,calme-2.3-legalkit-8b:15"
merge,attn_k,18,"Llama-3.1-8B-Instruct-multi-truth-judge:18,Llama-3.1-8B-UltraMedical:18,Llama-3.1-Hawkish-8B:18,Llama-SafetyGuard-Content-Binary:18,calme-2.3-legalkit-8b:18"
merge,attn_o,18,"Llama-3.1-8B-Instruct-multi-truth-judge:18,Llama-3.1-8B-UltraMedical:18,Llama-3.1-Hawkish-8B:18,Llama-SafetyGuard-Content-Binary:18,calme-2.3-legalkit-8b:18"
merge,attn_q,18,"Llama-3.1-8B-Instruct-multi-truth-judge:18,Llama-3.1-8B-UltraMedical:18,Llama-3.1-Hawkish-8B:18,Llama-SafetyGuard-Content-Binary:18,calme-2.3-legalkit-8b:18"
merge,attn_v,18,"Llama-3.1-8B-Instruct-multi-truth-judge:18,Llama-3.1-8B-UltraMedical:18,Llama-3.1-Hawkish-8B:18,Llama-SafetyGuard-Content-Binary:18,calme-2.3-legalkit-8b:18"
merge,attn_k,30,"Llama-3.1-8B-Instruct-multi-truth-judge:30,Llama-3.1-8B-UltraMedical:30,Llama-3.1-Hawkish-8B:30,Llama-SafetyGuard-Content-Binary:30,calme-2.3-legalkit-8b:30"
merge,attn_o,30,"Llama-3.1-8B-Instruct-multi-truth-judge:30,Llama-3.1-8B-UltraMedical:30,Llama-3.1-Hawkish-8B:30,Llama-SafetyGuard-Content-Binary:30,calme-2.3-legalkit-8b:30"
merge,attn_q,30,"Llama-3.1-8B-Instruct-multi-truth-judge:30,Llama-3.1-8B-UltraMedical:30,Llama-3.1-Hawkish-8B:30,Llama-SafetyGuard-Content-Binary:30,calme-2.3-legalkit-8b:30"
merge,attn_v,30,"Llama-3.1-8B-Instruct-multi-truth-judge:30,Llama-3.1-8B-UltraMedical:30,Llama-3.1-Hawkish-8B:30,Llama-SafetyGuard-Content-Binary:30,calme-2.3-legalkit-8b:30"
merge,attn_k,13,"Llama-3.1-8B-Instruct-multi-truth-judge:13,Llama-3.1-8B-UltraMedical:13,Llama-SafetyGuard-Content-Binary:13,calme-2.3-legalkit-8b:13"
merge,attn_o,13,"Llama-3.1-8B-Instruct-multi-truth-judge:13,Llama-3.1-8B-UltraMedical:13,Llama-SafetyGuard-Content-Binary:13,calme-2.3-legalkit-8b:13"
merge,attn_q,13,"Llama-3.1-8B-Instruct-multi-truth-judge:13,Llama-3.1-8B-UltraMedical:13,Llama-SafetyGuard-Content-Binary:13,calme-2.3-legalkit-8b:13"
merge,attn_v,13,"Llama-3.1-8B-Instruct-multi-truth-judge:13,Llama-3.1-8B-UltraMedical:13,Llama-SafetyGuard-Content-Binary:13,calme-2.3-legalkit-8b:13"
merge,attn_k,6,"Llama-3.1-8B-Instruct-multi-truth-judge:6,Llama-SafetyGuard-Content-Binary:6,calme-2.3-legalkit-8b:6"
merge,attn_o,6,"Llama-3.1-8B-Instruct-multi-truth-judge:6,Llama-SafetyGuard-Content-Binary:6,calme-2.3-legalkit-8b:6"
merge,attn_q,6,"Llama-3.1-8B-Instruct-multi-truth-judge:6,Llama-SafetyGuard-Content-Binary:6,calme-2.3-legalkit-8b:6"
merge,attn_v,6,"Llama-3.1-8B-Instruct-multi-truth-judge:6,Llama-SafetyGuard-Content-Binary:6,calme-2.3-legalkit-8b:6"
merge,attn_k,20,"Llama-3.1-8B-Instruct-multi-truth-judge:20,Llama-3.1-8B-UltraMedical:20,Llama-3.1-Hawkish-8B:20,Llama-SafetyGuard-Content-Binary:20,calme-2.3-legalkit-8b:20"
merge,attn_o,20,"Llama-3.1-8B-Instruct-multi-truth-judge:20,Llama-3.1-8B-UltraMedical:20,Llama-3.1-Hawkish-8B:20,Llama-SafetyGuard-Content-Binary:20,calme-2.3-legalkit-8b:20"
merge,attn_q,20,"Llama-3.1-8B-Instruct-multi-truth-judge:20,Llama-3.1-8B-UltraMedical:20,Llama-3.1-Hawkish-8B:20,Llama-SafetyGuard-Content-Binary:20,calme-2.3-legalkit-8b:20"
merge,attn_v,20,"Llama-3.1-8B-Instruct-multi-truth-judge:20,Llama-3.1-8B-UltraMedical:20,Llama-3.1-Hawkish-8B:20,Llama-SafetyGuard-Content-Binary:20,calme-2.3-legalkit-8b:20"
merge,attn_k,24,"Llama-3.1-8B-Instruct-multi-truth-judge:24,Llama-3.1-8B-UltraMedical:24,Llama-3.1-Hawkish-8B:24,Llama-SafetyGuard-Content-Binary:24,calme-2.3-legalkit-8b:24"
merge,attn_o,24,"Llama-3.1-8B-Instruct-multi-truth-judge:24,Llama-3.1-8B-UltraMedical:24,Llama-3.1-Hawkish-8B:24,Llama-SafetyGuard-Content-Binary:24,calme-2.3-legalkit-8b:24"
merge,attn_q,24,"Llama-3.1-8B-Instruct-multi-truth-judge:24,Llama-3.1-8B-UltraMedical:24,Llama-3.1-Hawkish-8B:24,Llama-SafetyGuard-Content-Binary:24,calme-2.3-legalkit-8b:24"
merge,attn_v,24,"Llama-3.1-8B-Instruct-multi-truth-judge:24,Llama-3.1-8B-UltraMedical:24,Llama-3.1-Hawkish-8B:24,Llama-SafetyGuard-Content-Binary:24,calme-2.3-legalkit-8b:24"
merge,attn_k,28,"Llama-3.1-8B-Instruct-multi-truth-judge:28,Llama-3.1-8B-UltraMedical:28,Llama-3.1-Hawkish-8B:28,Llama-SafetyGuard-Content-Binary:28,calme-2.3-legalkit-8b:28"
merge,attn_o,28,"Llama-3.1-8B-Instruct-multi-truth-judge:28,Llama-3.1-8B-UltraMedical:28,Llama-3.1-Hawkish-8B:28,Llama-SafetyGuard-Content-Binary:28,calme-2.3-legalkit-8b:28"
merge,attn_q,28,"Llama-3.1-8B-Instruct-multi-truth-judge:28,Llama-3.1-8B-UltraMedical:28,Llama-3.1-Hawkish-8B:28,Llama-SafetyGuard-Content-Binary:28,calme-2.3-legalkit-8b:28"
merge,attn_v,28,"Llama-3.1-8B-Instruct-multi-truth-judge:28,Llama-3.1-8B-UltraMedical:28,Llama-3.1-Hawkish-8B:28,Llama-SafetyGuard-Content-Binary:28,calme-2.3-legalkit-8b:28"
merge,attn_k,19,"Llama-3.1-8B-Instruct-multi-truth-judge:19,Llama-3.1-8B-UltraMedical:19,Llama-3.1-Hawkish-8B:19,Llama-SafetyGuard-Content-Binary:19,calme-2.3-legalkit-8b:19"
merge,attn_o,19,"Llama-3.1-8B-Instruct-multi-truth-judge:19,Llama-3.1-8B-UltraMedical:19,Llama-3.1-Hawkish-8B:19,Llama-SafetyGuard-Content-Binary:19,calme-2.3-legalkit-8b:19"
merge,attn_q,19,"Llama-3.1-8B-Instruct-multi-truth-judge:19,Llama-3.1-8B-UltraMedical:19,Llama-3.1-Hawkish-8B:19,Llama-SafetyGuard-Content-Binary:19,calme-2.3-legalkit-8b:19"
merge,attn_v,19,"Llama-3.1-8B-Instruct-multi-truth-judge:19,Llama-3.1-8B-UltraMedical:19,Llama-3.1-Hawkish-8B:19,Llama-SafetyGuard-Content-Binary:19,calme-2.3-legalkit-8b:19"
merge,attn_k,26,"Llama-3.1-8B-Instruct-multi-truth-judge:26,Llama-3.1-8B-UltraMedical:26,Llama-3.1-Hawkish-8B:26,Llama-SafetyGuard-Content-Binary:26,calme-2.3-legalkit-8b:26"
merge,attn_o,26,"Llama-3.1-8B-Instruct-multi-truth-judge:26,Llama-3.1-8B-UltraMedical:26,Llama-3.1-Hawkish-8B:26,Llama-SafetyGuard-Content-Binary:26,calme-2.3-legalkit-8b:26"
merge,attn_q,26,"Llama-3.1-8B-Instruct-multi-truth-judge:26,Llama-3.1-8B-UltraMedical:26,Llama-3.1-Hawkish-8B:26,Llama-SafetyGuard-Content-Binary:26,calme-2.3-legalkit-8b:26"
merge,attn_v,26,"Llama-3.1-8B-Instruct-multi-truth-judge:26,Llama-3.1-8B-UltraMedical:26,Llama-3.1-Hawkish-8B:26,Llama-SafetyGuard-Content-Binary:26,calme-2.3-legalkit-8b:26"
merge,attn_k,22,"Llama-3.1-8B-Instruct-multi-truth-judge:22,Llama-3.1-8B-UltraMedical:22,Llama-SafetyGuard-Content-Binary:22,calme-2.3-legalkit-8b:22"
merge,attn_o,22,"Llama-3.1-8B-Instruct-multi-truth-judge:22,Llama-3.1-8B-UltraMedical:22,Llama-SafetyGuard-Content-Binary:22,calme-2.3-legalkit-8b:22"
merge,attn_q,22,"Llama-3.1-8B-Instruct-multi-truth-judge:22,Llama-3.1-8B-UltraMedical:22,Llama-SafetyGuard-Content-Binary:22,calme-2.3-legalkit-8b:22,deepseek-coder-7b-instruct-v1.5:22"
merge,attn_v,22,"Llama-3.1-8B-Instruct-multi-truth-judge:22,Llama-3.1-8B-UltraMedical:22,Llama-SafetyGuard-Content-Binary:22,calme-2.3-legalkit-8b:22"
