timestamp,model,task,layer,variant,perturbation,score,split
2026-07-11T23:32:09.761610,/scratch/shared_dir/unified_models/Llama-3.1-8B-Instruct-multi-truth-judge,truthfulqa_mc2,26,mlp,avg,73.66,P
2026-07-11T23:33:07.989389,/scratch/shared_dir/unified_models/Llama-3.1-8B-Instruct-multi-truth-judge,truthfulqa_mc2,27,attn,avg,74.89,P
2026-07-11T23:34:06.108629,/scratch/shared_dir/unified_models/Llama-3.1-8B-Instruct-multi-truth-judge,truthfulqa_mc2,27,mlp,avg,73.1,P
2026-07-11T23:35:04.436874,/scratch/shared_dir/unified_models/Llama-3.1-8B-Instruct-multi-truth-judge,truthfulqa_mc2,28,attn,avg,74.39,P
2026-07-11T23:36:02.571581,/scratch/shared_dir/unified_models/Llama-3.1-8B-Instruct-multi-truth-judge,truthfulqa_mc2,28,mlp,avg,75.92,P
2026-07-11T23:37:00.830065,/scratch/shared_dir/unified_models/Llama-3.1-8B-Instruct-multi-truth-judge,truthfulqa_mc2,29,attn,avg,74.49,P
2026-07-11T23:37:58.847578,/scratch/shared_dir/unified_models/Llama-3.1-8B-Instruct-multi-truth-judge,truthfulqa_mc2,29,mlp,avg,76.24,P
2026-07-11T23:38:56.879750,/scratch/shared_dir/unified_models/Llama-3.1-8B-Instruct-multi-truth-judge,truthfulqa_mc2,30,attn,avg,75.57,P
2026-07-11T23:39:55.016181,/scratch/shared_dir/unified_models/Llama-3.1-8B-Instruct-multi-truth-judge,truthfulqa_mc2,30,mlp,avg,77.31,P
2026-07-11T23:40:53.388565,/scratch/shared_dir/unified_models/Llama-3.1-8B-Instruct-multi-truth-judge,truthfulqa_mc2,31,attn,avg,74.93,P
2026-07-11T23:41:54.164431,/scratch/shared_dir/unified_models/Llama-3.1-8B-Instruct-multi-truth-judge,truthfulqa_mc2,31,mlp,avg,75.3,P
