model,layer,kind,component,mean,std,shape,cosine,avgable,replaceable,score_avg,score_replace
Llama-3.1-8B-UltraMedical,7,subcomponent,attn_o,0.24143820671222313,-1.001713572470971,"torch.Size([4096, 4096])",0.9991824521892944,True,False,67.28,53.31
Llama-3.1-8B-UltraMedical,7,subcomponent,mlp_gate,1.7498776517874235,-0.15412385180576502,"torch.Size([14336, 4096])",0.9983697135120766,True,False,68.75,64.34
Llama-3.1-8B-UltraMedical,7,subcomponent,mlp_up,0.24568743649613278,-0.6870896881046105,"torch.Size([14336, 4096])",0.9983697135120766,True,False,68.75,64.34
Llama-3.1-8B-UltraMedical,7,subcomponent,mlp_down,0.42337215366995895,-0.6946627822725491,"torch.Size([4096, 14336])",0.9983697135120766,True,False,68.75,64.34
Llama-3.1-8B-UltraMedical,8,subcomponent,attn_q,0.07193560980996877,0.5590483647193415,"torch.Size([4096, 4096])",0.999141529310787,True,False,69.49,61.03
Llama-3.1-8B-UltraMedical,8,subcomponent,attn_k,-0.2575459115015956,2.3492795985942574,"torch.Size([1024, 4096])",0.999141529310787,True,False,69.49,61.03
Llama-3.1-8B-UltraMedical,8,subcomponent,attn_v,-0.18289350417443737,-1.2392961496936297,"torch.Size([1024, 4096])",0.999141529310787,True,False,69.49,61.03
Llama-3.1-8B-UltraMedical,8,subcomponent,attn_o,0.31395080095608147,-0.9606157588509144,"torch.Size([4096, 4096])",0.999141529310787,True,False,69.49,61.03
Llama-3.1-8B-UltraMedical,8,subcomponent,mlp_gate,-0.11234134210644843,-0.14629720912985153,"torch.Size([14336, 4096])",0.9983141907588364,True,True,73.53,70.96
Llama-3.1-8B-UltraMedical,8,subcomponent,mlp_up,0.2266310137361261,-0.6946246343774624,"torch.Size([14336, 4096])",0.9983141907588364,True,True,73.53,70.96
Llama-3.1-8B-UltraMedical,8,subcomponent,mlp_down,0.32752276576604666,-0.6989740935676447,"torch.Size([4096, 14336])",0.9983141907588364,True,True,73.53,70.96
Llama-3.1-8B-UltraMedical,9,subcomponent,attn_q,-0.03887161886263347,0.5533463990619847,"torch.Size([4096, 4096])",0.9991057518817034,True,False,69.49,41.54
Llama-3.1-8B-UltraMedical,9,subcomponent,attn_k,-0.6066917066534582,2.321684196942149,"torch.Size([1024, 4096])",0.9991057518817034,True,False,69.49,41.54
Llama-3.1-8B-UltraMedical,9,subcomponent,attn_v,0.4449188651503797,-0.9724929806854943,"torch.Size([1024, 4096])",0.9991057518817034,True,False,69.49,41.54
Llama-3.1-8B-UltraMedical,9,subcomponent,attn_o,0.4969418461082349,-0.8236116645756245,"torch.Size([4096, 4096])",0.9991057518817034,True,False,69.49,41.54
Llama-3.1-8B-UltraMedical,9,subcomponent,mlp_gate,0.3087423806630499,-0.11288548813384351,"torch.Size([14336, 4096])",0.998298360727653,True,True,71.32,71.32
Llama-3.1-8B-UltraMedical,9,subcomponent,mlp_up,0.1582068844496407,-0.6724149567681873,"torch.Size([14336, 4096])",0.998298360727653,True,True,71.32,71.32
Llama-3.1-8B-UltraMedical,9,subcomponent,mlp_down,0.38777058622159727,-0.6909920988375196,"torch.Size([4096, 14336])",0.998298360727653,True,True,71.32,71.32
Llama-3.1-8B-UltraMedical,10,subcomponent,attn_q,0.5855946685688781,0.6145063731691897,"torch.Size([4096, 4096])",0.9990831010340132,True,False,72.79,66.91
Llama-3.1-8B-UltraMedical,10,subcomponent,attn_k,1.813991771623999,2.3862452410105486,"torch.Size([1024, 4096])",0.9990831010340132,True,False,72.79,66.91
Llama-3.1-8B-UltraMedical,10,subcomponent,attn_v,0.5478992950970966,-1.2377171825264792,"torch.Size([1024, 4096])",0.9990831010340132,True,False,72.79,66.91
Llama-3.1-8B-UltraMedical,10,subcomponent,attn_o,0.2005207621592088,-0.9728269406274568,"torch.Size([4096, 4096])",0.9990831010340132,True,False,72.79,66.91
Llama-3.1-8B-UltraMedical,10,subcomponent,mlp_gate,-1.257568642036547,-0.17744428138058213,"torch.Size([14336, 4096])",0.9982378739423812,True,True,73.53,72.06
Llama-3.1-8B-UltraMedical,10,subcomponent,mlp_up,0.5563452967701776,-0.6396401620577932,"torch.Size([14336, 4096])",0.9982378739423812,True,True,73.53,72.06
Llama-3.1-8B-UltraMedical,10,subcomponent,mlp_down,0.31895490285706707,-0.6610443564632874,"torch.Size([4096, 14336])",0.9982378739423812,True,True,73.53,72.06
Llama-3.1-8B-UltraMedical,11,subcomponent,attn_q,-0.05195408860325994,0.4445697959478669,"torch.Size([4096, 4096])",0.9990350824154216,True,True,72.06,67.65
Llama-3.1-8B-UltraMedical,11,subcomponent,attn_k,-0.43448132760668434,2.330868121678805,"torch.Size([1024, 4096])",0.9990350824154216,True,True,72.06,67.65
Llama-3.1-8B-UltraMedical,11,subcomponent,attn_v,0.43431938736796205,-1.2676147312201673,"torch.Size([1024, 4096])",0.9990350824154216,True,True,72.06,67.65
Llama-3.1-8B-UltraMedical,11,subcomponent,attn_o,0.333758186909084,-0.9369901007404738,"torch.Size([4096, 4096])",0.9990350824154216,True,True,72.06,67.65
Llama-3.1-8B-UltraMedical,11,subcomponent,mlp_gate,-0.4826576905835638,-0.21275614429406806,"torch.Size([14336, 4096])",0.9981744540948054,True,True,72.79,73.16
Llama-3.1-8B-UltraMedical,11,subcomponent,mlp_up,0.37205492679185337,-0.6262447434315623,"torch.Size([14336, 4096])",0.9981744540948054,True,True,72.79,73.16
Llama-3.1-8B-UltraMedical,11,subcomponent,mlp_down,0.41356101961824254,-0.6453540425714368,"torch.Size([4096, 14336])",0.9981744540948054,True,True,72.79,73.16
Llama-3.1-8B-UltraMedical,12,subcomponent,attn_q,1.068490568939653,0.48118812453457943,"torch.Size([4096, 4096])",0.9990798716050888,True,True,73.9,73.16
Llama-3.1-8B-UltraMedical,12,subcomponent,attn_k,-0.7266985323889164,2.201492297509076,"torch.Size([1024, 4096])",0.9990798716050888,True,True,73.9,73.16
Llama-3.1-8B-UltraMedical,12,subcomponent,attn_v,0.23416473139260802,-0.9797091089315201,"torch.Size([1024, 4096])",0.9990798716050888,True,True,73.9,73.16
Llama-3.1-8B-UltraMedical,12,subcomponent,attn_o,0.328384544153872,-0.827838941194309,"torch.Size([4096, 4096])",0.9990798716050888,True,True,73.9,73.16
Llama-3.1-8B-UltraMedical,12,subcomponent,mlp_gate,-0.34680657667612896,-0.24534947095318269,"torch.Size([14336, 4096])",0.998166928581226,True,True,78.31,76.47
Llama-3.1-8B-UltraMedical,12,subcomponent,mlp_up,0.5664001480707992,-0.5830687125410364,"torch.Size([14336, 4096])",0.998166928581226,True,True,78.31,76.47
Llama-3.1-8B-UltraMedical,12,subcomponent,mlp_down,0.2988507232560679,-0.6122724720255028,"torch.Size([4096, 14336])",0.998166928581226,True,True,78.31,76.47
Llama-3.1-8B-UltraMedical,13,subcomponent,attn_q,0.015914696351112916,0.5121550288750327,"torch.Size([4096, 4096])",0.9990032006819244,True,True,73.53,69.85
Llama-3.1-8B-UltraMedical,13,subcomponent,attn_k,1.8630435151046936,2.345824517632574,"torch.Size([1024, 4096])",0.9990032006819244,True,True,73.53,69.85
Llama-3.1-8B-UltraMedical,13,subcomponent,attn_v,0.6545381505639093,-1.1143488059871276,"torch.Size([1024, 4096])",0.9990032006819244,True,True,73.53,69.85
Llama-3.1-8B-UltraMedical,13,subcomponent,attn_o,0.209638640023435,-0.871645936979926,"torch.Size([4096, 4096])",0.9990032006819244,True,True,73.53,69.85
Llama-3.1-8B-UltraMedical,13,subcomponent,mlp_gate,-2.4915541425450614,-0.24289169943210845,"torch.Size([14336, 4096])",0.9981248464190984,True,True,76.1,74.26
Llama-3.1-8B-UltraMedical,13,subcomponent,mlp_up,0.24761281595384926,-0.5734130649525366,"torch.Size([14336, 4096])",0.9981248464190984,True,True,76.1,74.26
Llama-3.1-8B-UltraMedical,13,subcomponent,mlp_down,0.17044494050642034,-0.6108289503962903,"torch.Size([4096, 14336])",0.9981248464190984,True,True,76.1,74.26
Llama-3.1-8B-UltraMedical,14,subcomponent,attn_q,-0.08976775488702776,0.444735313819534,"torch.Size([4096, 4096])",0.9990167500086754,True,False,73.9,63.97
Llama-3.1-8B-UltraMedical,14,subcomponent,attn_k,-0.9397077764199038,2.2970228494067424,"torch.Size([1024, 4096])",0.9990167500086754,True,False,73.9,63.97
Llama-3.1-8B-UltraMedical,14,subcomponent,attn_v,0.025958517204049916,-1.1309919600441598,"torch.Size([1024, 4096])",0.9990167500086754,True,False,73.9,63.97
Llama-3.1-8B-UltraMedical,14,subcomponent,attn_o,0.25523806290999096,-0.881285272265891,"torch.Size([4096, 4096])",0.9990167500086754,True,False,73.9,63.97
Llama-3.1-8B-UltraMedical,14,subcomponent,mlp_gate,-3.6196825508556345,-0.18353961397094193,"torch.Size([14336, 4096])",0.9981120887465836,True,True,77.21,79.04
Llama-3.1-8B-UltraMedical,14,subcomponent,mlp_up,0.38530677411979564,-0.5786963329238206,"torch.Size([14336, 4096])",0.9981120887465836,True,True,77.21,79.04
Llama-3.1-8B-UltraMedical,14,subcomponent,mlp_down,0.1446166904770018,-0.6130161178538562,"torch.Size([4096, 14336])",0.9981120887465836,True,True,77.21,79.04
Llama-3.1-8B-UltraMedical,15,subcomponent,attn_q,-0.09725842652979673,0.7616422686395466,"torch.Size([4096, 4096])",0.9989977225232396,True,True,75.37,73.9
Llama-3.1-8B-UltraMedical,15,subcomponent,attn_k,-1.493276299015309,2.2042799963344537,"torch.Size([1024, 4096])",0.9989977225232396,True,True,75.37,73.9
Llama-3.1-8B-UltraMedical,15,subcomponent,attn_v,0.25542763014024333,-0.9706212540917497,"torch.Size([1024, 4096])",0.9989977225232396,True,True,75.37,73.9
Llama-3.1-8B-UltraMedical,15,subcomponent,attn_o,0.23290608491524975,-0.8021622194905753,"torch.Size([4096, 4096])",0.9989977225232396,True,True,75.37,73.9
Llama-3.1-8B-UltraMedical,15,subcomponent,mlp_gate,-4.632824732373018,-0.12044918800133274,"torch.Size([14336, 4096])",0.9981183300384788,True,True,77.21,74.26
Llama-3.1-8B-UltraMedical,15,subcomponent,mlp_up,0.41022527597654546,-0.5925339548609022,"torch.Size([14336, 4096])",0.9981183300384788,True,True,77.21,74.26
Llama-3.1-8B-UltraMedical,15,subcomponent,mlp_down,0.4665303628790984,-0.6193311509590453,"torch.Size([4096, 14336])",0.9981183300384788,True,True,77.21,74.26
Llama-3.1-8B-UltraMedical,16,subcomponent,mlp_gate,-3.4816145291261837,-0.058949804824614115,"torch.Size([14336, 4096])",0.998080293117162,True,True,74.63,74.26
Llama-3.1-8B-UltraMedical,16,subcomponent,mlp_up,0.2565523436921735,-0.6207939949637369,"torch.Size([14336, 4096])",0.998080293117162,True,True,74.63,74.26
Llama-3.1-8B-UltraMedical,16,subcomponent,mlp_down,0.23950905011775375,-0.6462866301552841,"torch.Size([4096, 14336])",0.998080293117162,True,True,74.63,74.26
Llama-3.1-8B-UltraMedical,17,subcomponent,attn_q,0.9262419818998884,0.6571103714138016,"torch.Size([4096, 4096])",0.9989236464214912,True,True,70.59,67.28
Llama-3.1-8B-UltraMedical,17,subcomponent,attn_k,0.7476071827938933,2.257378316762984,"torch.Size([1024, 4096])",0.9989236464214912,True,True,70.59,67.28
Llama-3.1-8B-UltraMedical,17,subcomponent,attn_v,0.2743115597334238,-0.9022600774154723,"torch.Size([1024, 4096])",0.9989236464214912,True,True,70.59,67.28
Llama-3.1-8B-UltraMedical,17,subcomponent,attn_o,0.45818196402184275,-0.7757338461387085,"torch.Size([4096, 4096])",0.9989236464214912,True,True,70.59,67.28
Llama-3.1-8B-UltraMedical,17,subcomponent,mlp_gate,-3.2121286767621076,-0.032728395409291365,"torch.Size([14336, 4096])",0.998090544320668,True,True,77.94,77.21
Llama-3.1-8B-UltraMedical,17,subcomponent,mlp_up,0.15792993059386662,-0.6275611237013734,"torch.Size([14336, 4096])",0.998090544320668,True,True,77.94,77.21
Llama-3.1-8B-UltraMedical,17,subcomponent,mlp_down,0.5720615113159859,-0.6472529985810189,"torch.Size([4096, 14336])",0.998090544320668,True,True,77.94,77.21
Llama-3.1-8B-UltraMedical,18,subcomponent,attn_q,0.39050540478457807,0.6034751285028898,"torch.Size([4096, 4096])",0.9988838587710356,True,True,77.57,77.94
Llama-3.1-8B-UltraMedical,18,subcomponent,attn_k,-2.152490761344669,2.382547560649578,"torch.Size([1024, 4096])",0.9988838587710356,True,True,77.57,77.94
Llama-3.1-8B-UltraMedical,18,subcomponent,attn_v,0.8195140506393167,-1.0770844565115099,"torch.Size([1024, 4096])",0.9988838587710356,True,True,77.57,77.94
Llama-3.1-8B-UltraMedical,18,subcomponent,attn_o,0.42763216401347426,-0.8258837290632213,"torch.Size([4096, 4096])",0.9988838587710356,True,True,77.57,77.94
Llama-3.1-8B-UltraMedical,18,subcomponent,mlp_gate,-0.04252509293539797,-0.02545394717722194,"torch.Size([14336, 4096])",0.9980566046402854,True,False,76.47,2.63
Llama-3.1-8B-UltraMedical,18,subcomponent,mlp_up,0.42533269020781506,-0.6380727319291093,"torch.Size([14336, 4096])",0.9980566046402854,True,False,76.47,2.63
Llama-3.1-8B-UltraMedical,18,subcomponent,mlp_down,0.11269327318994855,-0.6525996168204109,"torch.Size([4096, 14336])",0.9980566046402854,True,False,76.47,2.63
Llama-3.1-8B-UltraMedical,19,subcomponent,attn_q,-0.004372888931806616,0.5995878507408618,"torch.Size([4096, 4096])",0.9988140895684496,True,True,75.37,76.1
Llama-3.1-8B-UltraMedical,19,subcomponent,attn_k,0.6565704389539467,2.1598903902224387,"torch.Size([1024, 4096])",0.9988140895684496,True,True,75.37,76.1
Llama-3.1-8B-UltraMedical,19,subcomponent,attn_v,0.621794759688219,-0.9774873707331655,"torch.Size([1024, 4096])",0.9988140895684496,True,True,75.37,76.1
Llama-3.1-8B-UltraMedical,19,subcomponent,attn_o,0.4634190034143348,-0.8000002089857586,"torch.Size([4096, 4096])",0.9988140895684496,True,True,75.37,76.1
Llama-3.1-8B-UltraMedical,19,subcomponent,mlp_gate,-2.0407482362376697,-0.009677584401831977,"torch.Size([14336, 4096])",0.9980482127730704,True,False,74.63,2.63
Llama-3.1-8B-UltraMedical,19,subcomponent,mlp_up,0.12334120670993978,-0.6456175112530117,"torch.Size([14336, 4096])",0.9980482127730704,True,False,74.63,2.63
Llama-3.1-8B-UltraMedical,19,subcomponent,mlp_down,0.318958608656831,-0.6558291334555613,"torch.Size([4096, 14336])",0.9980482127730704,True,False,74.63,2.63
Llama-3.1-8B-UltraMedical,20,subcomponent,attn_q,-0.06758213701872763,0.5590353342525559,"torch.Size([4096, 4096])",0.998751212986306,True,True,76.84,76.47
Llama-3.1-8B-UltraMedical,20,subcomponent,attn_k,1.647688175159054,2.0834317617803766,"torch.Size([1024, 4096])",0.998751212986306,True,True,76.84,76.47
Llama-3.1-8B-UltraMedical,20,subcomponent,attn_v,0.8754105121108321,-0.8723351730377013,"torch.Size([1024, 4096])",0.998751212986306,True,True,76.84,76.47
Llama-3.1-8B-UltraMedical,20,subcomponent,attn_o,0.21508858841042797,-0.8182190735761339,"torch.Size([4096, 4096])",0.998751212986306,True,True,76.84,76.47
Llama-3.1-8B-UltraMedical,20,subcomponent,mlp_gate,-2.3916014568744,-0.011618228157601253,"torch.Size([14336, 4096])",0.9980603706108876,True,True,75.74,73.16
Llama-3.1-8B-UltraMedical,20,subcomponent,mlp_up,0.036888443945242294,-0.6377941131809439,"torch.Size([14336, 4096])",0.9980603706108876,True,True,75.74,73.16
Llama-3.1-8B-UltraMedical,20,subcomponent,mlp_down,0.03243198851448329,-0.647022541377287,"torch.Size([4096, 14336])",0.9980603706108876,True,True,75.74,73.16
Llama-3.1-8B-UltraMedical,21,subcomponent,attn_q,-0.16567550129328565,0.5169637951098908,"torch.Size([4096, 4096])",0.9988113962063212,True,True,76.84,77.94
Llama-3.1-8B-UltraMedical,21,subcomponent,attn_k,-0.8821058440106335,2.1214617109917713,"torch.Size([1024, 4096])",0.9988113962063212,True,True,76.84,77.94
Llama-3.1-8B-UltraMedical,21,subcomponent,attn_v,0.7680233685393737,-0.813414186866022,"torch.Size([1024, 4096])",0.9988113962063212,True,True,76.84,77.94
Llama-3.1-8B-UltraMedical,21,subcomponent,attn_o,0.27342879775323375,-0.7695380429607813,"torch.Size([4096, 4096])",0.9988113962063212,True,True,76.84,77.94
Llama-3.1-8B-UltraMedical,21,subcomponent,mlp_gate,-1.6138178784696053,0.008311682571135738,"torch.Size([14336, 4096])",0.9981241861804416,True,True,74.26,74.26
Llama-3.1-8B-UltraMedical,21,subcomponent,mlp_up,0.29880495902398163,-0.6305057049633598,"torch.Size([14336, 4096])",0.9981241861804416,True,True,74.26,74.26
Llama-3.1-8B-UltraMedical,21,subcomponent,mlp_down,0.40937027172306584,-0.6400054630767685,"torch.Size([4096, 14336])",0.9981241861804416,True,True,74.26,74.26
Llama-3.1-8B-UltraMedical,22,subcomponent,attn_q,-0.16151622359100806,0.4282274402288906,"torch.Size([4096, 4096])",0.9987377237759678,True,True,77.21,77.94
Llama-3.1-8B-UltraMedical,22,subcomponent,attn_k,0.6399424208659198,1.997436739094207,"torch.Size([1024, 4096])",0.9987377237759678,True,True,77.21,77.94
Llama-3.1-8B-UltraMedical,22,subcomponent,attn_v,-0.04535299828295792,-0.6972590843361357,"torch.Size([1024, 4096])",0.9987377237759678,True,True,77.21,77.94
Llama-3.1-8B-UltraMedical,22,subcomponent,attn_o,0.43099669598516743,-0.7287244344571935,"torch.Size([4096, 4096])",0.9987377237759678,True,True,77.21,77.94
Llama-3.1-8B-UltraMedical,23,subcomponent,attn_q,1.0970055485933348,0.43182302696135433,"torch.Size([4096, 4096])",0.9987641528833368,True,True,76.47,74.26
Llama-3.1-8B-UltraMedical,23,subcomponent,attn_k,0.38330514504670277,1.9742883684317363,"torch.Size([1024, 4096])",0.9987641528833368,True,True,76.47,74.26
Llama-3.1-8B-UltraMedical,23,subcomponent,attn_v,-0.23702806454019065,-0.5797847048871847,"torch.Size([1024, 4096])",0.9987641528833368,True,True,76.47,74.26
Llama-3.1-8B-UltraMedical,23,subcomponent,attn_o,0.5910985200738437,-0.6880062152936437,"torch.Size([4096, 4096])",0.9987641528833368,True,True,76.47,74.26
Llama-3.1-8B-UltraMedical,23,subcomponent,mlp_gate,-1.9109723565772163,0.009927708448273481,"torch.Size([14336, 4096])",0.9980978483423004,True,True,77.94,76.1
Llama-3.1-8B-UltraMedical,23,subcomponent,mlp_up,0.3546347129430526,-0.6157906727046624,"torch.Size([14336, 4096])",0.9980978483423004,True,True,77.94,76.1
Llama-3.1-8B-UltraMedical,23,subcomponent,mlp_down,0.22926784743556483,-0.6240668610671984,"torch.Size([4096, 14336])",0.9980978483423004,True,True,77.94,76.1
Llama-3.1-8B-UltraMedical,24,subcomponent,attn_q,0.6827551351562541,0.37566014803524544,"torch.Size([4096, 4096])",0.9987919648846536,True,True,75.74,74.63
Llama-3.1-8B-UltraMedical,24,subcomponent,attn_k,-0.2664987648855731,1.7400293170614545,"torch.Size([1024, 4096])",0.9987919648846536,True,True,75.74,74.63
Llama-3.1-8B-UltraMedical,24,subcomponent,attn_v,-0.3535579655903039,-0.36720919683816244,"torch.Size([1024, 4096])",0.9987919648846536,True,True,75.74,74.63
Llama-3.1-8B-UltraMedical,24,subcomponent,attn_o,0.3566296080251914,-0.5918892404933939,"torch.Size([4096, 4096])",0.9987919648846536,True,True,75.74,74.63
Llama-3.1-8B-UltraMedical,24,subcomponent,mlp_gate,-1.9079436953174884,0.020432738257212323,"torch.Size([14336, 4096])",0.9980922556547576,True,True,75.37,73.9
Llama-3.1-8B-UltraMedical,24,subcomponent,mlp_up,0.22127770727271323,-0.6079859407115473,"torch.Size([14336, 4096])",0.9980922556547576,True,True,75.37,73.9
Llama-3.1-8B-UltraMedical,24,subcomponent,mlp_down,0.25375098993770595,-0.6149856357529045,"torch.Size([4096, 14336])",0.9980922556547576,True,True,75.37,73.9
Llama-3.1-8B-UltraMedical,25,subcomponent,attn_q,0.10967397088183001,0.3282190259510213,"torch.Size([4096, 4096])",0.9988055105150616,True,True,77.21,77.21
Llama-3.1-8B-UltraMedical,25,subcomponent,attn_k,2.0774437855719396,1.7264804746478104,"torch.Size([1024, 4096])",0.9988055105150616,True,True,77.21,77.21
Llama-3.1-8B-UltraMedical,25,subcomponent,attn_v,0.2653121045404468,-0.35505900861569983,"torch.Size([1024, 4096])",0.9988055105150616,True,True,77.21,77.21
Llama-3.1-8B-UltraMedical,25,subcomponent,attn_o,0.4219441150824559,-0.5829421673858839,"torch.Size([4096, 4096])",0.9988055105150616,True,True,77.21,77.21
Llama-3.1-8B-UltraMedical,25,subcomponent,mlp_gate,-1.2079383092987959,0.03922268004315505,"torch.Size([14336, 4096])",0.9981047153328216,True,True,76.84,76.47
Llama-3.1-8B-UltraMedical,25,subcomponent,mlp_up,0.2951087141816496,-0.5920870514539557,"torch.Size([14336, 4096])",0.9981047153328216,True,True,76.84,76.47
Llama-3.1-8B-UltraMedical,25,subcomponent,mlp_down,0.3319693650023438,-0.5992323461581928,"torch.Size([4096, 14336])",0.9981047153328216,True,True,76.84,76.47
Llama-3.1-8B-UltraMedical,26,subcomponent,attn_q,0.21544808888308684,0.34611967405536276,"torch.Size([4096, 4096])",0.9988360814137756,True,True,78.68,76.84
Llama-3.1-8B-UltraMedical,26,subcomponent,attn_k,-0.08592613169957604,1.8575577375718713,"torch.Size([1024, 4096])",0.9988360814137756,True,True,78.68,76.84
Llama-3.1-8B-UltraMedical,26,subcomponent,attn_v,-0.23936114890192398,-0.24246864046625644,"torch.Size([1024, 4096])",0.9988360814137756,True,True,78.68,76.84
Llama-3.1-8B-UltraMedical,26,subcomponent,attn_o,0.436031585264059,-0.5411250096077316,"torch.Size([4096, 4096])",0.9988360814137756,True,True,78.68,76.84
Llama-3.1-8B-UltraMedical,26,subcomponent,mlp_gate,-1.2552277793335302,0.05831115739354574,"torch.Size([14336, 4096])",0.9981226731007768,True,True,77.21,76.1
Llama-3.1-8B-UltraMedical,26,subcomponent,mlp_up,0.22292664922391206,-0.5760344812075809,"torch.Size([14336, 4096])",0.9981226731007768,True,True,77.21,76.1
Llama-3.1-8B-UltraMedical,26,subcomponent,mlp_down,0.09248690621896602,-0.5829189867307681,"torch.Size([4096, 14336])",0.9981226731007768,True,True,77.21,76.1
Llama-3.1-8B-UltraMedical,27,subcomponent,attn_q,-0.3048278368676803,0.29042629176983265,"torch.Size([4096, 4096])",0.9988083961961666,True,True,77.21,77.94
Llama-3.1-8B-UltraMedical,27,subcomponent,attn_k,-0.515426159830102,1.7968035260488264,"torch.Size([1024, 4096])",0.9988083961961666,True,True,77.21,77.94
Llama-3.1-8B-UltraMedical,27,subcomponent,attn_v,0.1381436040500965,-0.056434916321721075,"torch.Size([1024, 4096])",0.9988083961961666,True,True,77.21,77.94
Llama-3.1-8B-UltraMedical,27,subcomponent,attn_o,0.45641793674093334,-0.4818163615438581,"torch.Size([4096, 4096])",0.9988083961961666,True,True,77.21,77.94
Llama-3.1-8B-UltraMedical,27,subcomponent,mlp_gate,-1.0796210772549295,0.08036285663428178,"torch.Size([14336, 4096])",0.9981582399918486,True,True,76.47,76.84
Llama-3.1-8B-UltraMedical,27,subcomponent,mlp_up,0.20395702544847488,-0.5510932187056208,"torch.Size([14336, 4096])",0.9981582399918486,True,True,76.47,76.84
Llama-3.1-8B-UltraMedical,27,subcomponent,mlp_down,0.337414984956783,-0.5624399299485122,"torch.Size([4096, 14336])",0.9981582399918486,True,True,76.47,76.84
Llama-3.1-8B-UltraMedical,28,subcomponent,attn_q,0.38204598018035646,0.2820106432924119,"torch.Size([4096, 4096])",0.9988136179248176,True,False,76.1,2.63
Llama-3.1-8B-UltraMedical,28,subcomponent,attn_k,0.37156551802412674,1.5706290529165037,"torch.Size([1024, 4096])",0.9988136179248176,True,False,76.1,2.63
Llama-3.1-8B-UltraMedical,28,subcomponent,attn_v,0.8411288476005754,0.04221161878818092,"torch.Size([1024, 4096])",0.9988136179248176,True,False,76.1,2.63
Llama-3.1-8B-UltraMedical,28,subcomponent,attn_o,0.47353767375586997,-0.41870396632418866,"torch.Size([4096, 4096])",0.9988136179248176,True,False,76.1,2.63
Llama-3.1-8B-UltraMedical,28,subcomponent,mlp_gate,-1.1176049036157427,0.06253938018599425,"torch.Size([14336, 4096])",0.998172913198616,True,True,76.47,76.1
Llama-3.1-8B-UltraMedical,28,subcomponent,mlp_up,0.3129569402931902,-0.5091249955196394,"torch.Size([14336, 4096])",0.998172913198616,True,True,76.47,76.1
Llama-3.1-8B-UltraMedical,28,subcomponent,mlp_down,0.12032506549760741,-0.5298118663677204,"torch.Size([4096, 14336])",0.998172913198616,True,True,76.47,76.1
Llama-3.1-8B-UltraMedical,29,subcomponent,attn_q,0.1679190015598381,0.27601928368193507,"torch.Size([4096, 4096])",0.9989688562491396,True,True,77.21,76.1
Llama-3.1-8B-UltraMedical,29,subcomponent,attn_k,-0.7327806348594997,1.789051943544895,"torch.Size([1024, 4096])",0.9989688562491396,True,True,77.21,76.1
Llama-3.1-8B-UltraMedical,29,subcomponent,attn_v,0.7927063832183195,0.1492662971697419,"torch.Size([1024, 4096])",0.9989688562491396,True,True,77.21,76.1
Llama-3.1-8B-UltraMedical,29,subcomponent,attn_o,0.16191674679638535,-0.345622258034823,"torch.Size([4096, 4096])",0.9989688562491396,True,True,77.21,76.1
Llama-3.1-8B-UltraMedical,29,subcomponent,mlp_gate,-1.6367855376541869,0.05603245313185352,"torch.Size([14336, 4096])",0.9982305820563772,True,True,77.57,79.04
Llama-3.1-8B-UltraMedical,29,subcomponent,mlp_up,0.7294541677276568,-0.4546053156900402,"torch.Size([14336, 4096])",0.9982305820563772,True,True,77.57,79.04
