op,component,layer,models
merge,attn_k,16,"Llama-3.1-Hawkish-8B:16,Llama-SafetyGuard-Content-Binary:13"
merge,attn_o,23,"Llama-3.1-Hawkish-8B:23,Llama-SafetyGuard-Content-Binary:16,calme-2.3-legalkit-8b:16"
merge,attn_k,21,"Llama-3.1-8B-Instruct-multi-truth-judge:9,Llama-3.1-8B-UltraMedical:9,Llama-3.1-Hawkish-8B:21,Llama-SafetyGuard-Content-Binary:12,calme-2.3-legalkit-8b:9"
merge,attn_o,15,"Llama-3.1-8B-Instruct-multi-truth-judge:8,Llama-3.1-8B-UltraMedical:11,Llama-3.1-Hawkish-8B:15,Llama-SafetyGuard-Content-Binary:11,calme-2.3-legalkit-8b:11"
merge,attn_q,15,"Llama-3.1-8B-Instruct-multi-truth-judge:1,Llama-3.1-Hawkish-8B:15,Llama-SafetyGuard-Content-Binary:15"
merge,attn_v,15,"Llama-3.1-8B-Instruct-multi-truth-judge:9,Llama-3.1-8B-UltraMedical:9,Llama-3.1-Hawkish-8B:15,Llama-SafetyGuard-Content-Binary:9,calme-2.3-legalkit-8b:9"
merge,attn_k,19,"Llama-3.1-8B-Instruct-multi-truth-judge:1,Llama-3.1-Hawkish-8B:19,Llama-SafetyGuard-Content-Binary:19"
merge,attn_q,19,"Llama-3.1-8B-Instruct-multi-truth-judge:4,Llama-3.1-8B-UltraMedical:4,Llama-3.1-Hawkish-8B:19,Llama-SafetyGuard-Content-Binary:8,calme-2.3-legalkit-8b:4"
merge,attn_o,5,"Llama-3.1-8B-Instruct-multi-truth-judge:0,Llama-3.1-Hawkish-8B:5"
merge,attn_v,5,"Llama-3.1-8B-Instruct-multi-truth-judge:0,Llama-3.1-Hawkish-8B:5"
