model,layer,kind,component,mean,std,shape,cosine,avgable,replaceable,score_avg,score_replace
deepseek-math-7b-instruct,18,subcomponent,mlp_up,-0.470852816591076,0.43000228451033295,"torch.Size([11008, 4096])",0.3868711635184604,True,False,74.1,67.7
deepseek-math-7b-instruct,18,subcomponent,mlp_down,0.0675025692362231,0.2656920220173389,"torch.Size([4096, 11008])",0.3868711635184604,True,False,74.1,67.7
deepseek-math-7b-instruct,19,subcomponent,attn_q,0.48446222112072507,-0.0463687448283923,"torch.Size([4096, 4096])",0.4114898135260676,True,True,74.2,71.8
deepseek-math-7b-instruct,19,subcomponent,attn_k,-0.10995229394918618,-0.6031854306279892,"torch.Size([4096, 4096])",0.4114898135260676,True,True,74.2,71.8
deepseek-math-7b-instruct,19,subcomponent,attn_v,-0.36640467386884273,0.003563064655035277,"torch.Size([4096, 4096])",0.4114898135260676,True,True,74.2,71.8
deepseek-math-7b-instruct,19,subcomponent,attn_o,-0.20039843151560924,-0.1775581914485699,"torch.Size([4096, 4096])",0.4114898135260676,True,True,74.2,71.8
deepseek-math-7b-instruct,20,subcomponent,attn_q,1.1212414850596402,-0.45131739081803185,"torch.Size([4096, 4096])",0.4212891280387698,True,True,78.7,78.0
deepseek-math-7b-instruct,20,subcomponent,attn_k,0.7255285891495118,-0.9135637657189386,"torch.Size([4096, 4096])",0.4212891280387698,True,True,78.7,78.0
deepseek-math-7b-instruct,20,subcomponent,attn_v,0.14117312888670114,0.40694258392329835,"torch.Size([4096, 4096])",0.4212891280387698,True,True,78.7,78.0
deepseek-math-7b-instruct,20,subcomponent,attn_o,-0.08443092142343749,0.33472006217893985,"torch.Size([4096, 4096])",0.4212891280387698,True,True,78.7,78.0
deepseek-math-7b-instruct,20,subcomponent,mlp_gate,-0.612790843865636,0.05539023545949916,"torch.Size([11008, 4096])",0.3932955417443337,True,False,72.3,65.7
deepseek-math-7b-instruct,20,subcomponent,mlp_up,0.26250313695333694,0.4746189275116642,"torch.Size([11008, 4096])",0.3932955417443337,True,False,72.3,65.7
deepseek-math-7b-instruct,20,subcomponent,mlp_down,-0.6892851565599306,0.427151012803812,"torch.Size([4096, 11008])",0.3932955417443337,True,False,72.3,65.7
deepseek-math-7b-instruct,21,subcomponent,attn_q,0.4690522804301128,-0.39234430849832247,"torch.Size([4096, 4096])",0.3383616940734543,True,True,80.7,78.0
deepseek-math-7b-instruct,21,subcomponent,attn_k,0.771317727956882,-0.6690373387900432,"torch.Size([4096, 4096])",0.3383616940734543,True,True,80.7,78.0
deepseek-math-7b-instruct,21,subcomponent,attn_v,0.08230237205203089,0.566872660772819,"torch.Size([4096, 4096])",0.3383616940734543,True,True,80.7,78.0
deepseek-math-7b-instruct,21,subcomponent,attn_o,-1.7731226828906566,0.5309266945767988,"torch.Size([4096, 4096])",0.3383616940734543,True,True,80.7,78.0
deepseek-math-7b-instruct,21,subcomponent,mlp_gate,-0.7581476476433653,0.11952417589327785,"torch.Size([11008, 4096])",0.3867583375095332,True,True,77.2,75.0
deepseek-math-7b-instruct,21,subcomponent,mlp_up,-0.2744749448195591,0.4918977830120347,"torch.Size([11008, 4096])",0.3867583375095332,True,True,77.2,75.0
deepseek-math-7b-instruct,21,subcomponent,mlp_down,-0.9163375665569156,0.4897106464278393,"torch.Size([4096, 11008])",0.3867583375095332,True,True,77.2,75.0
deepseek-math-7b-instruct,22,subcomponent,attn_q,-0.16769323950023493,-0.27962371761468136,"torch.Size([4096, 4096])",0.3844897009856043,True,True,79.2,79.3
deepseek-math-7b-instruct,22,subcomponent,attn_k,-0.019615199155867305,-0.5955080532697722,"torch.Size([4096, 4096])",0.3844897009856043,True,True,79.2,79.3
deepseek-math-7b-instruct,22,subcomponent,attn_v,-1.6129439024786698,0.8131672195161838,"torch.Size([4096, 4096])",0.3844897009856043,True,True,79.2,79.3
deepseek-math-7b-instruct,22,subcomponent,attn_o,-0.02399376396469228,0.6336270964724638,"torch.Size([4096, 4096])",0.3844897009856043,True,True,79.2,79.3
deepseek-math-7b-instruct,22,subcomponent,mlp_gate,1.550070857905188,0.16330128619549425,"torch.Size([11008, 4096])",0.388463094858023,True,True,79.2,77.3
deepseek-math-7b-instruct,22,subcomponent,mlp_up,0.044231098478069296,0.5846458607707669,"torch.Size([11008, 4096])",0.388463094858023,True,True,79.2,77.3
deepseek-math-7b-instruct,22,subcomponent,mlp_down,1.3262289284484794,0.5923569152396593,"torch.Size([4096, 11008])",0.388463094858023,True,True,79.2,77.3
deepseek-math-7b-instruct,23,subcomponent,attn_q,0.5412250506574485,-0.6486414387011564,"torch.Size([4096, 4096])",0.3517163306932251,True,True,80.3,80.6
deepseek-math-7b-instruct,23,subcomponent,attn_k,0.7441378896387502,-1.0143288589760215,"torch.Size([4096, 4096])",0.3517163306932251,True,True,80.3,80.6
deepseek-math-7b-instruct,23,subcomponent,attn_v,-0.47477830688219147,1.1279608426244077,"torch.Size([4096, 4096])",0.3517163306932251,True,True,80.3,80.6
deepseek-math-7b-instruct,23,subcomponent,attn_o,-0.08668052583257145,0.956172703778083,"torch.Size([4096, 4096])",0.3517163306932251,True,True,80.3,80.6
deepseek-math-7b-instruct,23,subcomponent,mlp_gate,0.8623315276500854,0.1972011840052157,"torch.Size([11008, 4096])",0.382405020952367,True,True,79.2,77.4
deepseek-math-7b-instruct,23,subcomponent,mlp_up,0.11972710655828003,0.6338604472831536,"torch.Size([11008, 4096])",0.382405020952367,True,True,79.2,77.4
deepseek-math-7b-instruct,23,subcomponent,mlp_down,-0.25270497093370525,0.6461020862164029,"torch.Size([4096, 11008])",0.382405020952367,True,True,79.2,77.4
deepseek-math-7b-instruct,24,subcomponent,attn_q,-0.5477323628399959,-0.9647923324247222,"torch.Size([4096, 4096])",0.3700632936432088,True,True,80.5,80.1
deepseek-math-7b-instruct,24,subcomponent,attn_k,0.5250469801715482,-1.4070896324257032,"torch.Size([4096, 4096])",0.3700632936432088,True,True,80.5,80.1
deepseek-math-7b-instruct,24,subcomponent,attn_v,-0.3698052957443287,1.3236707994980035,"torch.Size([4096, 4096])",0.3700632936432088,True,True,80.5,80.1
deepseek-math-7b-instruct,24,subcomponent,attn_o,0.08534631693231991,1.142940413255999,"torch.Size([4096, 4096])",0.3700632936432088,True,True,80.5,80.1
deepseek-math-7b-instruct,24,subcomponent,mlp_gate,0.8486953292829547,0.20091204739712779,"torch.Size([11008, 4096])",0.3789440931077484,True,True,77.9,74.2
deepseek-math-7b-instruct,24,subcomponent,mlp_up,-1.1184393407612823,0.7258661945788902,"torch.Size([11008, 4096])",0.3789440931077484,True,True,77.9,74.2
deepseek-math-7b-instruct,24,subcomponent,mlp_down,0.7221774878365614,0.7231704270840832,"torch.Size([4096, 11008])",0.3789440931077484,True,True,77.9,74.2
deepseek-math-7b-instruct,25,subcomponent,attn_q,1.0291262290133758,-1.0487319639726875,"torch.Size([4096, 4096])",0.3288748112565736,True,True,80.9,79.9
deepseek-math-7b-instruct,25,subcomponent,attn_k,1.1523224572655602,-1.4195612157376138,"torch.Size([4096, 4096])",0.3288748112565736,True,True,80.9,79.9
deepseek-math-7b-instruct,25,subcomponent,attn_v,0.24189639489951417,1.667174633841104,"torch.Size([4096, 4096])",0.3288748112565736,True,True,80.9,79.9
deepseek-math-7b-instruct,25,subcomponent,attn_o,-0.5769543773898905,1.5401193328363716,"torch.Size([4096, 4096])",0.3288748112565736,True,True,80.9,79.9
deepseek-math-7b-instruct,25,subcomponent,mlp_gate,0.9735787052406611,0.20693202553589446,"torch.Size([11008, 4096])",0.3755841285484912,True,True,79.8,77.9
deepseek-math-7b-instruct,25,subcomponent,mlp_up,0.20202309580663824,0.8024977325873414,"torch.Size([11008, 4096])",0.3755841285484912,True,True,79.8,77.9
deepseek-math-7b-instruct,25,subcomponent,mlp_down,-0.2893633889662474,0.7634351052620056,"torch.Size([4096, 11008])",0.3755841285484912,True,True,79.8,77.9
deepseek-math-7b-instruct,26,subcomponent,attn_q,0.09899459575795932,-1.1600220227604445,"torch.Size([4096, 4096])",0.3699375953830267,True,True,79.5,80.3
deepseek-math-7b-instruct,26,subcomponent,attn_k,0.04505543601477797,-1.543349657206486,"torch.Size([4096, 4096])",0.3699375953830267,True,True,79.5,80.3
deepseek-math-7b-instruct,26,subcomponent,attn_v,0.8387974587633755,2.017311175383118,"torch.Size([4096, 4096])",0.3699375953830267,True,True,79.5,80.3
deepseek-math-7b-instruct,26,subcomponent,attn_o,-0.17863857398194102,1.7582826481124467,"torch.Size([4096, 4096])",0.3699375953830267,True,True,79.5,80.3
deepseek-math-7b-instruct,26,subcomponent,mlp_gate,0.7528823290546888,0.18603143862742205,"torch.Size([11008, 4096])",0.3729154855165181,True,True,79.8,78.9
deepseek-math-7b-instruct,26,subcomponent,mlp_up,-0.002069893057964829,0.8726236592771992,"torch.Size([11008, 4096])",0.3729154855165181,True,True,79.8,78.9
deepseek-math-7b-instruct,26,subcomponent,mlp_down,-0.569505411182378,0.7733024675924426,"torch.Size([4096, 11008])",0.3729154855165181,True,True,79.8,78.9
deepseek-math-7b-instruct,27,subcomponent,attn_q,-1.336666516218587,-1.5383288263847392,"torch.Size([4096, 4096])",0.3471222384199706,True,True,80.8,79.0
deepseek-math-7b-instruct,27,subcomponent,attn_k,-0.5990782548174373,-1.7975249761388568,"torch.Size([4096, 4096])",0.3471222384199706,True,True,80.8,79.0
deepseek-math-7b-instruct,27,subcomponent,attn_v,-1.2746604220080373,1.9842777522868034,"torch.Size([4096, 4096])",0.3471222384199706,True,True,80.8,79.0
deepseek-math-7b-instruct,27,subcomponent,attn_o,-1.1213871869196153,1.922022088985642,"torch.Size([4096, 4096])",0.3471222384199706,True,True,80.8,79.0
deepseek-math-7b-instruct,27,subcomponent,mlp_gate,0.998367438466813,0.20403084336140315,"torch.Size([11008, 4096])",0.3731882204376551,True,True,77.9,77.5
deepseek-math-7b-instruct,27,subcomponent,mlp_up,-0.0674452963006709,0.8883920028159382,"torch.Size([11008, 4096])",0.3731882204376551,True,True,77.9,77.5
deepseek-math-7b-instruct,27,subcomponent,mlp_down,0.262259550983859,0.6715728332904598,"torch.Size([4096, 11008])",0.3731882204376551,True,True,77.9,77.5
deepseek-math-7b-instruct,28,subcomponent,attn_q,0.11175733458869759,-1.41776704028232,"torch.Size([4096, 4096])",0.3040902060894238,True,True,80.1,81.1
deepseek-math-7b-instruct,28,subcomponent,attn_k,-0.03865567544460558,-1.5407529668615778,"torch.Size([4096, 4096])",0.3040902060894238,True,True,80.1,81.1
deepseek-math-7b-instruct,28,subcomponent,attn_v,-1.2097320164587735,1.9522764153676786,"torch.Size([4096, 4096])",0.3040902060894238,True,True,80.1,81.1
deepseek-math-7b-instruct,28,subcomponent,attn_o,0.08839584745211658,2.0743555623140826,"torch.Size([4096, 4096])",0.3040902060894238,True,True,80.1,81.1
deepseek-math-7b-instruct,28,subcomponent,mlp_gate,2.8439199023404393,0.3867116572412066,"torch.Size([11008, 4096])",0.3812508230663488,True,True,80.0,78.8
deepseek-math-7b-instruct,28,subcomponent,mlp_up,-0.3461652368834024,0.7425185504081602,"torch.Size([11008, 4096])",0.3812508230663488,True,True,80.0,78.8
deepseek-math-7b-instruct,28,subcomponent,mlp_down,0.1482343509594901,0.2345300513608059,"torch.Size([4096, 11008])",0.3812508230663488,True,True,80.0,78.8
deepseek-math-7b-instruct,29,subcomponent,attn_q,0.070077230623594,-1.1299698790378019,"torch.Size([4096, 4096])",0.2912353627211109,True,True,78.5,76.8
deepseek-math-7b-instruct,29,subcomponent,attn_k,0.2701088757655973,-1.1765957173321202,"torch.Size([4096, 4096])",0.2912353627211109,True,True,78.5,76.8
deepseek-math-7b-instruct,29,subcomponent,attn_v,0.15342222074534792,1.389383377641878,"torch.Size([4096, 4096])",0.2912353627211109,True,True,78.5,76.8
deepseek-math-7b-instruct,29,subcomponent,attn_o,0.08011520415600328,1.3200514485786001,"torch.Size([4096, 4096])",0.2912353627211109,True,True,78.5,76.8
deepseek-math-7b-instruct,29,subcomponent,mlp_gate,4.48670497058441,1.184158782886795,"torch.Size([11008, 4096])",0.3889343378631182,True,True,76.6,74.0
deepseek-math-7b-instruct,29,subcomponent,mlp_up,-0.2805062225989242,0.8993929101081393,"torch.Size([11008, 4096])",0.3889343378631182,True,True,76.6,74.0
deepseek-math-7b-instruct,29,subcomponent,mlp_down,0.20852399535339872,-1.2140161632480524,"torch.Size([4096, 11008])",0.3889343378631182,True,True,76.6,74.0
deepseek-coder-7b-instruct-v1.5,1,subcomponent,attn_q,0.3705465611256772,-1.8982429284655498,"torch.Size([4096, 4096])",0.4349842313357791,True,False,57.32,0.0
deepseek-coder-7b-instruct-v1.5,1,subcomponent,attn_k,0.6101413797355217,-2.416182693108782,"torch.Size([4096, 4096])",0.4349842313357791,True,False,57.32,0.0
deepseek-coder-7b-instruct-v1.5,1,subcomponent,attn_v,0.6264590162835991,-2.6478538933306863,"torch.Size([4096, 4096])",0.4349842313357791,True,False,57.32,0.0
deepseek-coder-7b-instruct-v1.5,1,subcomponent,attn_o,-0.5890700984700624,-3.715684687933497,"torch.Size([4096, 4096])",0.4349842313357791,True,False,57.32,0.0
deepseek-coder-7b-instruct-v1.5,2,subcomponent,attn_q,-0.6322297360711872,1.9075077704524364,"torch.Size([4096, 4096])",0.4317285378976485,True,False,57.93,0.61
deepseek-coder-7b-instruct-v1.5,2,subcomponent,attn_k,0.5165166894856255,1.8469344915438701,"torch.Size([4096, 4096])",0.4317285378976485,True,False,57.93,0.61
deepseek-coder-7b-instruct-v1.5,2,subcomponent,attn_v,-1.0306987135117223,-2.290645205389817,"torch.Size([4096, 4096])",0.4317285378976485,True,False,57.93,0.61
deepseek-coder-7b-instruct-v1.5,2,subcomponent,attn_o,0.11758076807672711,-2.3434029527342655,"torch.Size([4096, 4096])",0.4317285378976485,True,False,57.93,0.61
deepseek-coder-7b-instruct-v1.5,2,subcomponent,mlp_gate,4.123224735594586,-0.2619362884634035,"torch.Size([11008, 4096])",0.3664895584090031,True,True,65.85,68.29
deepseek-coder-7b-instruct-v1.5,2,subcomponent,mlp_up,0.0756553866649755,-0.47587544884943933,"torch.Size([11008, 4096])",0.3664895584090031,True,True,65.85,68.29
deepseek-coder-7b-instruct-v1.5,2,subcomponent,mlp_down,0.23665120623113292,-0.28183364145417017,"torch.Size([4096, 11008])",0.3664895584090031,True,True,65.85,68.29
deepseek-coder-7b-instruct-v1.5,3,subcomponent,attn_q,-0.9838032541118671,2.191076460039781,"torch.Size([4096, 4096])",0.4130913529649582,True,False,61.59,0.0
deepseek-coder-7b-instruct-v1.5,3,subcomponent,attn_k,-0.07374138498966855,2.0531296386709132,"torch.Size([4096, 4096])",0.4130913529649582,True,False,61.59,0.0
deepseek-coder-7b-instruct-v1.5,3,subcomponent,attn_v,-1.3059338376567575,-1.82715125720812,"torch.Size([4096, 4096])",0.4130913529649582,True,False,61.59,0.0
deepseek-coder-7b-instruct-v1.5,3,subcomponent,attn_o,-0.24529964711344532,-2.0335729258028015,"torch.Size([4096, 4096])",0.4130913529649582,True,False,61.59,0.0
deepseek-coder-7b-instruct-v1.5,3,subcomponent,mlp_gate,4.00109672045601,-0.08634956388008226,"torch.Size([11008, 4096])",0.352775375044734,True,True,66.46,65.24
deepseek-coder-7b-instruct-v1.5,3,subcomponent,mlp_up,0.16070225133241675,-0.3922979384042752,"torch.Size([11008, 4096])",0.352775375044734,True,True,66.46,65.24
deepseek-coder-7b-instruct-v1.5,3,subcomponent,mlp_down,0.338939898927394,-0.2781114193360282,"torch.Size([4096, 11008])",0.352775375044734,True,True,66.46,65.24
deepseek-coder-7b-instruct-v1.5,4,subcomponent,mlp_gate,-0.9631557331488539,0.04426771453543948,"torch.Size([11008, 4096])",0.353340278216742,True,True,64.02,61.59
deepseek-coder-7b-instruct-v1.5,4,subcomponent,mlp_up,0.16340880018773446,-0.36687015395117745,"torch.Size([11008, 4096])",0.353340278216742,True,True,64.02,61.59
deepseek-coder-7b-instruct-v1.5,4,subcomponent,mlp_down,-0.43526265468312814,-0.30065795193586053,"torch.Size([4096, 11008])",0.353340278216742,True,True,64.02,61.59
deepseek-coder-7b-instruct-v1.5,5,subcomponent,attn_q,0.20496222841810113,2.060436040236836,"torch.Size([4096, 4096])",0.3840535196023297,True,False,60.98,1.83
deepseek-coder-7b-instruct-v1.5,5,subcomponent,attn_k,-0.34503496537432765,1.8578919058293186,"torch.Size([4096, 4096])",0.3840535196023297,True,False,60.98,1.83
deepseek-coder-7b-instruct-v1.5,5,subcomponent,attn_v,-0.15041228257302125,-1.876292483149886,"torch.Size([4096, 4096])",0.3840535196023297,True,False,60.98,1.83
deepseek-coder-7b-instruct-v1.5,5,subcomponent,attn_o,-1.3368776907917055,-2.1469236058929546,"torch.Size([4096, 4096])",0.3840535196023297,True,False,60.98,1.83
deepseek-coder-7b-instruct-v1.5,5,subcomponent,mlp_gate,0.5786023321113862,0.2296070901694254,"torch.Size([11008, 4096])",0.3687899120190151,True,True,68.29,66.46
deepseek-coder-7b-instruct-v1.5,5,subcomponent,mlp_up,-0.6531859764659259,-0.31810625268256393,"torch.Size([11008, 4096])",0.3687899120190151,True,True,68.29,66.46
deepseek-coder-7b-instruct-v1.5,5,subcomponent,mlp_down,-0.41627382182712436,-0.3187760206518399,"torch.Size([4096, 11008])",0.3687899120190151,True,True,68.29,66.46
deepseek-coder-7b-instruct-v1.5,6,subcomponent,mlp_gate,-1.7977648913987319,0.25879403186254935,"torch.Size([11008, 4096])",0.3708290276519751,True,True,63.41,63.41
deepseek-coder-7b-instruct-v1.5,6,subcomponent,mlp_up,-0.5361090033998944,-0.23078695088538806,"torch.Size([11008, 4096])",0.3708290276519751,True,True,63.41,63.41
deepseek-coder-7b-instruct-v1.5,6,subcomponent,mlp_down,-0.5045960107281093,-0.25501195141628885,"torch.Size([4096, 11008])",0.3708290276519751,True,True,63.41,63.41
deepseek-coder-7b-instruct-v1.5,7,subcomponent,mlp_gate,0.12797530853388805,0.33494522001752874,"torch.Size([11008, 4096])",0.3962525402381707,True,True,60.37,60.37
deepseek-coder-7b-instruct-v1.5,7,subcomponent,mlp_up,-0.30191835564109504,-0.3459334714537732,"torch.Size([11008, 4096])",0.3962525402381707,True,True,60.37,60.37
deepseek-coder-7b-instruct-v1.5,7,subcomponent,mlp_down,-0.5848542421041245,-0.36538095240967006,"torch.Size([4096, 11008])",0.3962525402381707,True,True,60.37,60.37
